sentence,label
A boy in striped swim shorts is jumping in the air over a water play area.,0
You dominated those horsemen with the way you looked at them he said.,0
And youve told me nothing along the way said the boy.,0
The second version could generate seductive pheromones.,0
We are a subsidiary of this parent company.,0
It is the only known footage of Flaming Youth that exists.,0
I can't even .,1
We're gonna be in deep Barney .,1
The maximum underwater speed of was double that of contemporary American designs.,0
Its cognomen refers to the goddess Minerva the legions protector.,0
Question: How do I defrob the frobinator? Response: The manual is your friend .  Read chapter 4.,1
Typhoid  did I tell you.,0
The school is one of the few nonconsolidated schools in northwest Iowa.,0
A man in bright red shorts is walking by some rocks.,0
The wine collection is tremendous.,0
The district currently has two villages.,0
Soccer players in blue and white fight for the ball in midair.,0
Regardless of spiritual sorrow he was known for his quick understanding and discipline.,0
The two are bringing umbrellas.,0
His son Todd also plays poker professionally.,0
an older white male with an axe staring at a daffy duck coffee mug.,0
I just used my last twamp !,1
An older woman in sunglasses sits behind a man in a yellow shirt.,0
In this family we are all children and I am the youngest.,0
The man in the blue shirt is working on the light.,0
The least you can do is call 911.,0
He aptly summarized it as follows.,0
What's the craic ? (what is happening.,1
Where the hell are we walking to? East Bubblefuck ?!,1
I got so busted at the party I couldn't stand up.,1
He is also on an altar in Idumean Mamre.,0
Let me out of here.,0
The heuristic function is just an estimate of the lag.,0
She is such a pigeon !,1
She later became assistant conductor of Shaws Collegiate Chorale.,0
The weed I just smoked was like Whoa !,1
He is such a butt-munch !,1
Can you lend me a fin until tomorrow?,1
Im going to need it.,0
What's the scoop on the upcoming hiring freeze?,1
This party blows - let's blow this joint and see what Steve's got going on.,1
Richer hobbyists ventured further abroad.,0
But — but this is a bit too much.,0
Nikolai Podgorny of the Soviet Union and the Shah of Iran.,0
"And then he tried to get into the club, but they took is ID. Sad clown !",1
I do not like this frickin homework.,1
He had also begun a bfreeding program and described seven hybrids he had raised.,0
Service and Davies reported in good faith what they saw at the time.,0
I'm gonna bop over to the store real quick.  Do you want anything?,1
I broke her off proper-dopper .,1
"We're having a twofer on our dinner menu,  two entrees for the price of one!",1
The sandwich cost two- fiddy .,1
A redheaded lady sits in front of people while showing them crafts.,0
Hang a louie at the next stop sign.,1
That cheap DVD-creation software that came with my new drive is constantly making beermats .,1
I am always happy when I am eating icecream.,0
"Oh, that's pish posh , dude .",1
Freedom High school will mollywhop Liberty High School!,1
A woman touching a man s face on a wall after they took a break from riding motorcycles.,0
Tourism agriculture and fishing are the main sources of income of the population.,0
You know it is.,0
Once the water has cooled in the pond it is reused by the plant.,0
wandering years in which a journeyman went from place to place after his Lekrjahre to acquire further experience.,0
The sniper rifle in Halo 2 is nerfed from Halo 1,1
Say wha ?,1
"I had the splatters last night, it was horrible.",1
Agnes later saves one of the flowers in her Bible.,0
Her beautiful hair was done up in shining coils.,0
Look at her. she got junk in the trunk .,1
Man cutting fish in a fish market.,0
Laiseka Sevilla and Montgomery all have a good result.,0
She eats a great deal.,0
"Hey, who horked our clothes?",1
If more than one male is in a vehicle ANY seat other than the driver seat is the bitch seat .,1
Charley looked at me a little frightened.,0
A female paints her nails red while sitting in a car.,0
The clarinet section of a concert band sitting outside of various age.,0
I just sack tapped this kid.,1
He is coming from the market with a bag full of fruits.,0
He looks like he was beat with the ugly stick .,1
A snowboarder is flying in the air attempting to land on a snow mound.,0
"I said meh , do whatever you want.",1
That girl makes bucoo money.,1
He considered beautiful girls too high-maintenance .,1
"If you're going to drive cross-country, you should take time to smell the roses .  Stop at some interesting places along the way.",1
Destruction of private property will not be tolerated.,0
What are you afraid of Melissa.,0
You're a Goog .,1
What will the weather be here.,0
"Friend 1: I just heard something scandalous.  I'll tell you, but cone of silence , okay? Friend 2: Okay.",1
The bag lady who lives under the bridge is a real kook .,1
"Hey man, you carrying tonight?",1
He was a Pittsburgh Pennsylvania bridgebuilder.,0
Later a child was born to Philip and Valentina Mattia.,0
The moment I heard the news I knew we must hurry.,0
A man in a blue shirt and tie makes a hand gesture.,0
Three people holding beers and posing for a picture.,0
Would you like to hang out tonight?  I need an ace at the club.,1
He is a snitcher for policemen.,1
Pee-yew !  Your feet stink.  Put your shoes back on.,1
Call it four and ninepence — call it four pounds nine.,0
I might black snake it tonight.,1
Dude ?,1
‘Please would you tell me what you call yourself’ she said timidly.,0
Does this belong to you.,0
This party is the shits .,1
Let's go smoke a J .,1
All have been translated into English by Howard Curtis.,0
"Man, did I hork last night!",1
That rawks !,1
However the center of the bay is not touched.,0
In most countries petrol is sold in litres.,0
Both parties agree on the compromise.,0
"We drank so much last night, we were rat-arsed .",1
Now you’re coming home with me.,0
It is located on the campus of Confederation College in Thunder Bay.,0
We dominated the other team. 'nuff said.,1
My roommate’s boyfriend is taking up two shelves of fridge space with his beer.,0
I ate fish last night and it was totally delish .,1
The camera angle remains static for the duration of the video.,0
This pie looks like a cinch to make.,1
What the dickens shall I say.,0
Its EditorinChief was Madeleine LloydWebber.,0
Throughout filming Ford and Hartnett reportedly did not get along.,0
What kind of a story was I to tell about Scudder.,0
Who's Baldy over there?,1
An Oklahoma player is tackled playing football.,0
Let's go throw the ol' pigskin around.,1
Jimmie likes to play with Sally's ham flaps on the weekend.,1
"Euphemysticism aside, calling them ""number twos"" won't make your dukes smell any better.",1
He had repaired an omission.,0
A woman takes a photo of a baby being held by a man.,0
Judicael reconciled with Alan to fight the Vikings however.,0
If we keep changing the requirements at this stage we risk compromising the deadline.,0
You think you could score us some disco biscuits for the party on Friday?,1
"Get out of here, pickle fucker .",1
Let us pray.,0
He described himself as a social liberal.,0
He needs to wise up .,1
He also drove an Accord in the Danish Touring Car Championship.,0
The three impurities are responsible for the limitation of the divine condition.,0
That money you sent me was clutch .,1
My daughter revealed her secret.,0
"Forgive me, I'm having some trouth mubble .",1
When a majority of flashlights had voted the film was switched off.,0
The album also includes two and new songs Its Only Christmas and Scars.,0
The shape also saved weight by reducing the surface area.,0
The nearest station on the West Anglia Main Line is at Ponders End.,0
Boy howdy was that a good show!,1
"Someone is stalking you, and has listening device in your home, yet is able to get everything wrong. SMH  "" THANKS DAN !""",1
This room is just Pizza .,1
Damn she has some nice fun bags .,1
I had to get up retarded early to catch my flight.,1
That girl's hair is really gnarly .,1
He served in the military for fourteen years.,0
